latitude,longitude,chainage_km,elevation_m,slope_deg,aspect_deg,twi,lithology,daily_rainfall_mm,api_11,soil_moisture,pore_pressure_kpa,factor_of_safety,risk_level
25.90868,91.94337,46.93,641.5,44.03,13.8,6.58,Weathered Regolith / Phyllite,16.3,77.8,0.294,8.89,0.933,3
25.74934,91.83853,64.06,1269.0,47.92,17.5,8.65,Weathered Regolith / Phyllite,85.6,282.8,0.746,24.0,0.649,3
25.73827,91.86968,65.54,1223.6,39.33,102.2,7.27,Weathered Regolith / Phyllite,17.2,84.7,0.326,9.91,1.01,2
25.6902,91.89212,54.49,843.2,39.54,226.5,8.43,Granite Gneiss,21.1,78.0,0.36,9.66,1.012,2
25.73251,91.82998,52.48,810.3,42.68,210.3,7.53,Colluvial Debris,45.7,117.0,0.49,13.45,0.833,3
25.8867,91.82054,69.34,1461.3,48.77,228.2,8.04,Weathered Regolith / Phyllite,35.9,154.6,0.501,17.64,0.651,3
25.91901,91.90716,46.02,584.5,50.3,258.2,6.25,Shillong Quartzite,27.1,161.8,0.498,17.69,0.657,3
25.74944,91.90344,46.46,624.5,38.19,6.9,7.13,Colluvial Debris,15.1,71.9,0.301,8.5,1.081,2
25.77112,91.8734,48.76,711.6,41.41,37.8,6.26,Weathered Regolith / Phyllite,44.0,189.3,0.614,20.62,0.658,3
25.84496,91.88365,45.18,594.0,41.06,129.4,8.7,Weathered Regolith / Phyllite,82.9,200.0,0.663,22.73,0.652,3
25.88927,91.87401,51.38,860.9,42.8,55.7,7.06,Weathered Regolith / Phyllite,0.3,121.5,0.488,13.74,0.822,3
25.81012,91.82312,67.33,1384.2,40.0,27.1,8.24,Colluvial Debris,24.8,135.5,0.451,15.69,0.829,3
25.75571,91.8636,58.46,1086.0,34.26,230.7,8.79,Weathered Regolith / Phyllite,56.3,137.2,0.421,16.1,0.975,3
25.76141,91.84302,52.36,827.5,42.37,293.5,8.79,Weathered Regolith / Phyllite,29.6,83.2,0.366,10.36,0.926,3
25.83782,91.8328,68.03,1440.1,46.86,270.9,6.11,Shillong Quartzite,45.2,119.9,0.503,13.19,0.761,3
25.65087,91.94437,41.45,453.8,33.78,294.1,9.07,Granite Gneiss,63.1,134.7,0.494,15.94,0.996,3
25.81729,91.89792,46.31,542.6,30.04,239.7,7.17,Colluvial Debris,38.9,202.2,0.57,22.35,0.927,3
25.74598,91.91473,56.98,1092.5,44.05,264.7,8.2,Weathered Regolith / Phyllite,35.3,133.0,0.47,15.42,0.75,3
25.86443,91.861,58.47,1048.2,47.54,97.8,8.06,Colluvial Debris,93.7,166.3,0.505,18.89,0.648,3
25.67511,91.87111,41.19,462.7,45.55,357.5,5.38,Weathered Regolith / Phyllite,55.8,174.1,0.576,18.65,0.646,3
25.80881,91.8508,52.09,780.4,37.39,65.9,6.98,Weathered Regolith / Phyllite,47.3,104.8,0.409,11.93,1.004,2
25.77986,91.83261,59.47,1169.5,43.52,77.2,7.6,Colluvial Debris,2.5,127.6,0.45,14.59,0.783,3
25.82343,91.84327,60.94,1101.2,31.41,104.0,7.85,Shillong Quartzite,7.6,89.9,0.353,10.69,1.244,2
25.66751,91.92368,59.14,1054.6,46.36,351.1,8.73,Weathered Regolith / Phyllite,22.8,109.1,0.437,13.09,0.773,3
25.8066,91.90808,49.62,675.4,31.77,355.8,7.66,Shillong Quartzite,34.6,114.1,0.479,13.19,1.152,2
25.8016,91.8911,42.81,512.8,27.72,286.2,9.51,Granite Gneiss,10.1,171.9,0.623,20.07,1.097,3
25.80138,91.88176,52.81,837.2,30.03,226.5,8.01,Granite Gneiss,2.7,75.4,0.362,9.22,1.351,1
25.81294,91.93992,43.86,473.4,48.9,187.2,8.92,Colluvial Debris,10.4,98.0,0.446,11.98,0.763,3
25.83265,91.82946,68.43,1392.3,50.83,349.4,7.97,Shillong Quartzite,41.3,123.1,0.41,14.27,0.67,3
25.86735,91.85648,54.26,902.7,49.46,250.4,8.28,Colluvial Debris,119.3,184.1,0.572,20.88,0.653,3
25.72285,91.86549,49.52,723.2,50.55,340.1,5.97,Shillong Quartzite,68.3,144.2,0.459,15.71,0.658,3
25.87276,91.92172,62.99,1131.8,28.56,114.0,8.39,Shillong Quartzite,13.3,86.3,0.35,10.52,1.378,1
25.78453,91.94903,54.94,934.5,47.4,120.2,6.29,Granite Gneiss,13.1,153.8,0.477,16.85,0.649,3
25.67081,91.85129,49.3,674.8,40.66,307.7,7.14,Weathered Regolith / Phyllite,14.6,139.4,0.552,15.66,0.815,3
25.66581,91.93366,64.36,1288.1,38.33,53.9,8.11,Weathered Regolith / Phyllite,13.2,109.3,0.405,12.86,0.952,3
25.74024,91.92798,66.01,1288.3,41.53,340.5,8.26,Weathered Regolith / Phyllite,30.7,150.7,0.506,17.32,0.748,3
25.86192,91.84921,60.19,1143.8,47.66,182.7,5.61,Shillong Quartzite,12.4,105.4,0.35,11.45,0.797,3
25.84107,91.87191,41.41,449.9,34.09,333.5,8.04,Weathered Regolith / Phyllite,0.6,63.3,0.239,7.95,1.226,2
25.86293,91.87326,56.99,997.3,52.34,121.2,7.47,Weathered Regolith / Phyllite,126.1,239.0,0.774,24.0,0.667,3
25.78966,91.94717,62.9,1252.5,35.87,257.7,6.33,Weathered Regolith / Phyllite,7.1,106.0,0.404,11.79,1.053,2
25.76885,91.84352,44.1,510.7,53.69,173.8,7.26,Weathered Regolith / Phyllite,0.8,99.9,0.491,11.52,0.715,3
25.68981,91.92389,46.86,596.3,43.52,225.6,8.16,Granite Gneiss,17.8,64.3,0.316,8.1,0.965,3
25.73861,91.86345,66.47,1348.8,37.92,181.6,6.07,Weathered Regolith / Phyllite,6.5,106.4,0.364,11.74,0.995,2
25.76719,91.91501,40.6,368.6,37.52,348.2,8.5,Weathered Regolith / Phyllite,16.9,133.4,0.474,15.58,0.895,3
25.67392,91.8746,62.58,1158.4,38.63,249.2,7.99,Shillong Quartzite,9.1,179.1,0.577,20.22,0.733,3
25.70957,91.89519,54.21,834.3,49.59,90.5,8.29,Granite Gneiss,25.9,148.5,0.512,17.09,0.654,3
25.81152,91.92824,53.4,915.2,45.87,327.5,6.67,Weathered Regolith / Phyllite,131.5,241.8,0.709,24.0,0.646,3
25.84863,91.92454,40.21,367.3,40.61,105.9,8.6,Weathered Regolith / Phyllite,22.2,143.2,0.435,16.66,0.788,3
25.91955,91.93264,64.58,1234.2,29.41,133.8,6.68,Colluvial Debris,29.1,113.2,0.368,12.7,1.266,1
25.90194,91.82775,50.79,726.2,44.34,36.8,7.33,Weathered Regolith / Phyllite,70.5,145.6,0.547,16.41,0.717,3
25.82349,91.90997,56.22,952.4,46.06,324.0,6.59,Colluvial Debris,13.1,103.0,0.485,11.58,0.82,3
25.76374,91.8382,60.32,1105.4,44.39,103.0,8.62,Weathered Regolith / Phyllite,5.1,89.3,0.365,10.94,0.869,3
25.82177,91.87406,61.08,1170.8,37.11,93.2,8.37,Weathered Regolith / Phyllite,9.3,81.3,0.286,9.99,1.069,2
25.86213,91.89132,68.68,1350.9,50.73,331.3,5.38,Weathered Regolith / Phyllite,14.4,82.2,0.409,8.89,0.825,3
25.68195,91.87236,55.94,933.9,43.43,290.0,5.47,Weathered Regolith / Phyllite,29.0,105.2,0.378,11.37,0.875,3
25.76067,91.88755,51.99,876.6,34.18,50.8,7.35,Colluvial Debris,0.1,86.8,0.385,10.17,1.156,2
25.87675,91.94955,68.61,1443.0,36.11,277.0,6.69,Colluvial Debris,53.8,164.5,0.521,18.15,0.859,3
25.75363,91.83758,59.26,1047.1,37.69,328.7,8.15,Colluvial Debris,105.3,174.8,0.545,19.83,0.767,3
25.80441,91.90781,48.94,711.1,36.93,28.3,8.27,Colluvial Debris,64.7,131.4,0.434,15.26,0.92,3
25.8087,91.87148,43.79,611.5,32.81,297.1,9.34,Granite Gneiss,83.6,193.5,0.662,22.3,0.833,3
25.69981,91.83729,65.28,1236.9,48.23,197.1,8.85,Shillong Quartzite,129.2,181.1,0.597,20.78,0.65,3
25.7478,91.84064,50.87,703.4,34.16,240.9,8.36,Granite Gneiss,46.4,119.2,0.456,14.01,1.041,3
25.74032,91.94341,59.81,1072.0,40.67,177.4,5.52,Weathered Regolith / Phyllite,4.3,80.8,0.359,8.8,1.009,2
25.65707,91.93435,54.12,891.0,42.96,251.2,7.25,Weathered Regolith / Phyllite,164.9,299.9,0.85,24.0,0.647,3
25.65653,91.93792,45.97,576.8,39.67,12.3,7.79,Shillong Quartzite,6.4,72.6,0.292,8.83,1.032,2
25.87456,91.9489,58.05,1070.8,43.65,274.6,7.61,Colluvial Debris,63.7,143.9,0.517,16.33,0.732,3
25.72373,91.84708,41.82,472.1,45.71,12.0,7.8,Shillong Quartzite,10.7,92.0,0.431,10.89,0.845,3
25.78988,91.86621,52.4,809.8,27.82,163.9,9.66,Granite Gneiss,11.1,96.0,0.4,12.06,1.364,1
25.73066,91.907,56.4,952.4,35.73,54.3,8.96,Shillong Quartzite,69.9,137.4,0.517,16.18,0.928,3
25.90398,91.88289,53.08,828.0,49.18,296.5,6.04,Granite Gneiss,0.4,112.3,0.411,12.35,0.748,3
25.72001,91.87439,62.46,1219.3,26.88,112.9,7.56,Colluvial Debris,104.3,158.1,0.544,17.82,1.214,2
25.76601,91.86652,64.84,1250.4,44.19,163.5,8.48,Weathered Regolith / Phyllite,15.3,93.0,0.369,11.28,0.863,3
25.88564,91.89719,63.14,1162.1,50.98,154.4,8.21,Colluvial Debris,33.8,112.5,0.362,13.24,0.698,3
25.87732,91.89483,41.16,479.2,29.11,278.1,7.5,Shillong Quartzite,29.2,132.2,0.461,15.04,1.203,2
25.70025,91.84099,45.82,592.8,35.99,173.2,8.47,Shillong Quartzite,31.0,118.2,0.485,13.95,0.986,3
25.86671,91.88133,56.1,909.0,47.36,284.0,7.92,Colluvial Debris,59.4,234.0,0.641,24.0,0.648,3
25.77371,91.89195,68.04,1450.1,34.35,26.5,7.88,Weathered Regolith / Phyllite,3.6,104.8,0.476,12.29,1.087,2
25.7804,91.89414,65.05,1301.1,37.34,69.0,6.91,Weathered Regolith / Phyllite,20.7,127.9,0.439,14.35,0.935,3
25.68604,91.84731,65.28,1286.5,44.18,198.6,8.67,Shillong Quartzite,36.2,176.8,0.591,20.25,0.646,3
25.67176,91.9165,49.1,709.9,40.14,341.0,8.19,Weathered Regolith / Phyllite,28.3,113.5,0.49,13.33,0.893,3
25.84654,91.82328,52.88,839.7,35.26,26.9,6.84,Shillong Quartzite,16.7,123.0,0.524,13.8,1.012,3
25.78404,91.86613,54.12,882.2,40.64,15.5,8.24,Weathered Regolith / Phyllite,0.5,90.8,0.444,10.94,0.949,3
25.76795,91.92143,44.72,554.3,29.72,56.4,8.74,Colluvial Debris,1.7,68.2,0.3,8.75,1.381,1
25.84697,91.89331,40.93,409.0,26.39,230.8,9.34,Weathered Regolith / Phyllite,161.2,271.4,0.823,24.0,1.021,3
25.85669,91.85395,68.41,1390.1,42.54,143.6,6.81,Shillong Quartzite,11.8,175.8,0.543,19.4,0.668,3
25.69291,91.91034,47.22,628.4,41.25,297.2,9.47,Colluvial Debris,3.5,89.0,0.338,11.25,0.926,3
25.81476,91.89376,47.2,660.9,26.18,25.9,7.13,Colluvial Debris,15.5,122.8,0.427,13.9,1.388,1
25.68655,91.92351,42.5,486.6,34.92,70.7,8.18,Granite Gneiss,5.5,110.3,0.473,13.0,1.047,3
25.85287,91.91555,67.86,1346.9,30.47,108.0,8.49,Shillong Quartzite,42.3,114.1,0.412,13.52,1.193,2
25.82738,91.89931,57.39,1005.3,48.04,225.6,7.24,Weathered Regolith / Phyllite,184.5,288.2,0.783,24.0,0.649,3
25.90829,91.88346,60.01,1122.1,28.14,246.7,8.13,Weathered Regolith / Phyllite,13.8,86.5,0.434,10.45,1.402,1
25.66862,91.83731,67.35,1266.9,44.41,44.7,8.68,Weathered Regolith / Phyllite,20.1,145.1,0.494,16.89,0.702,3
25.6654,91.85397,50.37,786.0,41.14,339.8,8.07,Granite Gneiss,85.9,134.2,0.501,15.49,0.809,3
25.72619,91.87448,58.65,1003.5,45.46,122.8,7.54,Weathered Regolith / Phyllite,21.5,178.0,0.534,19.93,0.646,3
25.72066,91.89791,41.16,422.4,41.09,256.7,6.43,Shillong Quartzite,148.8,224.4,0.658,24.0,0.652,3
25.71668,91.88678,45.6,482.9,34.17,188.7,5.77,Weathered Regolith / Phyllite,4.3,74.2,0.335,8.19,1.216,2
25.89469,91.85746,64.94,1295.4,50.2,80.2,6.1,Shillong Quartzite,55.5,170.7,0.532,18.57,0.656,3
25.71738,91.82084,63.0,1175.5,36.02,304.6,9.31,Shillong Quartzite,19.3,69.5,0.33,9.1,1.127,2
25.72343,91.88451,50.52,748.2,40.22,294.6,8.41,Granite Gneiss,0.6,81.2,0.323,10.0,0.985,2
25.85504,91.85713,51.3,799.3,35.68,142.6,9.41,Weathered Regolith / Phyllite,100.3,200.3,0.618,23.04,0.727,3
25.77143,91.9155,56.01,881.4,43.69,211.9,5.72,Weathered Regolith / Phyllite,93.9,152.2,0.56,16.46,0.728,3
25.85971,91.82311,40.01,402.7,28.88,92.8,8.62,Weathered Regolith / Phyllite,13.5,150.5,0.444,17.44,1.134,3
25.66765,91.89603,47.24,679.2,39.32,248.3,5.95,Weathered Regolith / Phyllite,86.3,194.8,0.603,21.08,0.692,3
25.78164,91.94239,46.25,625.6,44.8,111.2,8.3,Shillong Quartzite,130.2,167.4,0.529,19.11,0.646,3
25.65908,91.84267,47.51,647.3,34.84,303.9,7.61,Weathered Regolith / Phyllite,31.9,114.6,0.409,13.22,1.043,3
25.66692,91.88131,64.18,1247.8,40.83,78.3,6.26,Weathered Regolith / Phyllite,157.9,286.0,0.85,24.0,0.652,3
25.89474,91.83188,48.39,690.6,48.3,5.3,7.62,Colluvial Debris,7.9,86.8,0.429,10.27,0.82,3
25.6876,91.90134,45.75,631.4,22.8,96.7,7.8,Shillong Quartzite,42.3,129.3,0.445,14.86,1.567,1
25.79375,91.89157,55.13,979.7,43.13,68.8,8.04,Weathered Regolith / Phyllite,13.3,95.6,0.336,11.38,0.882,3
25.761,91.87296,65.97,1292.5,46.42,183.0,7.92,Weathered Regolith / Phyllite,0.2,92.5,0.444,10.99,0.83,3
25.74378,91.88778,47.24,662.7,29.97,73.3,8.64,Weathered Regolith / Phyllite,15.0,103.5,0.424,12.45,1.249,2
25.89296,91.93655,42.36,455.8,39.2,274.7,9.63,Shillong Quartzite,7.2,116.7,0.391,14.26,0.889,3
25.65589,91.84552,50.69,790.9,34.34,86.9,7.64,Shillong Quartzite,32.2,96.0,0.355,11.26,1.118,2
25.82922,91.82293,62.43,1203.4,46.19,254.5,7.43,Shillong Quartzite,6.1,82.2,0.365,9.71,0.87,3
25.91012,91.93202,56.52,971.6,34.07,208.2,8.75,Weathered Regolith / Phyllite,51.7,121.7,0.518,14.43,1.032,3
25.80125,91.89503,64.5,1278.4,42.99,355.0,7.84,Shillong Quartzite,8.7,99.9,0.385,11.75,0.874,3
25.90294,91.93579,68.79,1407.7,42.17,360.0,5.79,Weathered Regolith / Phyllite,14.0,79.5,0.373,8.77,0.975,3
25.66411,91.8976,63.78,1230.4,43.45,313.0,8.54,Shillong Quartzite,169.4,219.0,0.638,24.0,0.647,3
25.76307,91.92532,58.11,998.8,44.95,273.6,5.81,Granite Gneiss,28.9,108.6,0.438,11.87,0.832,3
25.72024,91.87586,54.8,924.9,39.63,139.1,6.69,Weathered Regolith / Phyllite,3.0,64.9,0.258,7.57,1.069,2
25.84732,91.91748,41.2,419.0,40.95,271.2,6.29,Weathered Regolith / Phyllite,18.2,154.8,0.546,16.97,0.771,3
25.91495,91.9387,69.53,1468.3,44.31,344.4,6.02,Colluvial Debris,11.4,99.5,0.409,10.98,0.869,3
25.71926,91.89438,51.5,768.9,44.24,8.4,5.61,Weathered Regolith / Phyllite,60.3,133.1,0.44,14.38,0.775,3
25.82663,91.8435,44.57,570.6,46.65,193.6,5.78,Weathered Regolith / Phyllite,2.1,52.6,0.162,5.9,0.969,3
25.70349,91.85494,60.0,1089.6,34.98,78.5,7.77,Granite Gneiss,49.6,175.8,0.632,19.79,0.843,3
25.80264,91.84582,48.53,709.2,41.12,200.8,6.97,Shillong Quartzite,5.1,99.0,0.328,11.31,0.927,3
25.77526,91.85209,57.57,1012.7,31.35,167.9,6.78,Granite Gneiss,2.6,77.5,0.401,8.94,1.302,1
25.91244,91.85983,57.6,983.4,46.6,207.3,7.91,Weathered Regolith / Phyllite,6.3,72.7,0.307,8.89,0.886,3
25.8143,91.89217,53.37,911.8,33.33,198.3,7.15,Weathered Regolith / Phyllite,3.0,99.5,0.414,11.44,1.148,2
25.74437,91.89644,65.08,1242.4,46.2,345.6,5.47,Weathered Regolith / Phyllite,20.6,124.2,0.478,13.39,0.767,3
25.68081,91.87544,47.95,703.9,40.1,198.8,7.52,Shillong Quartzite,124.3,165.0,0.609,18.54,0.746,3
25.69084,91.9,53.46,803.1,44.69,304.6,7.04,Weathered Regolith / Phyllite,1.0,199.8,0.576,22.05,0.646,3
25.71084,91.8306,56.13,953.0,49.13,115.1,6.91,Shillong Quartzite,17.3,93.8,0.385,10.73,0.795,3
25.71776,91.83141,59.91,1158.0,41.78,157.7,7.54,Weathered Regolith / Phyllite,13.7,113.5,0.391,13.07,0.863,3
25.87967,91.84234,63.52,1212.2,39.17,169.3,8.2,Weathered Regolith / Phyllite,91.4,157.1,0.484,17.97,0.784,3
25.80153,91.88735,51.84,818.4,42.49,100.3,7.95,Weathered Regolith / Phyllite,11.3,89.7,0.381,10.71,0.914,3
25.79132,91.84782,59.38,1142.5,44.0,136.7,8.91,Colluvial Debris,204.2,290.7,0.85,24.0,0.646,3
25.68099,91.85683,44.52,552.4,38.86,215.5,7.83,Colluvial Debris,0.5,199.7,0.719,22.35,0.666,3
25.88224,91.87204,67.98,1389.6,48.9,208.9,7.36,Colluvial Debris,41.8,146.3,0.493,16.49,0.652,3
25.84516,91.92554,51.49,826.4,45.67,229.1,6.66,Weathered Regolith / Phyllite,8.2,136.6,0.478,15.18,0.726,3
25.66827,91.8218,61.89,1110.8,33.65,126.7,8.63,Weathered Regolith / Phyllite,13.5,127.2,0.46,14.96,1.029,3
25.84112,91.90442,40.61,401.9,46.73,113.7,6.3,Weathered Regolith / Phyllite,15.3,103.0,0.413,11.46,0.812,3
25.79676,91.90695,46.16,620.6,28.69,220.2,8.15,Shillong Quartzite,86.4,132.4,0.481,15.32,1.212,2
25.67207,91.92383,54.61,847.6,36.28,47.8,7.67,Weathered Regolith / Phyllite,2.8,80.1,0.31,9.57,1.106,2
25.77374,91.94126,66.35,1377.0,43.57,91.1,8.02,Weathered Regolith / Phyllite,3.4,111.0,0.314,13.0,0.827,3
25.78087,91.82262,55.82,983.9,31.43,15.2,9.26,Weathered Regolith / Phyllite,9.9,76.5,0.338,9.83,1.27,1
25.69476,91.83999,67.9,1400.7,40.45,26.1,9.09,Shillong Quartzite,48.3,119.8,0.522,14.36,0.856,3
25.90534,91.9352,54.51,960.8,45.5,87.6,6.47,Weathered Regolith / Phyllite,4.0,83.1,0.366,9.42,0.891,3
25.87949,91.87961,54.71,943.9,45.28,7.0,6.86,Weathered Regolith / Phyllite,38.0,141.8,0.487,15.81,0.716,3
25.83064,91.8934,43.59,516.5,39.57,88.3,8.57,Weathered Regolith / Phyllite,9.5,106.9,0.414,12.79,0.922,3
25.77482,91.90619,64.08,1177.5,43.19,235.8,7.68,Weathered Regolith / Phyllite,60.2,98.7,0.369,11.56,0.875,3
25.76118,91.90828,47.41,632.1,50.0,22.0,7.27,Shillong Quartzite,15.7,58.5,0.305,7.12,0.885,3
25.82576,91.94113,66.99,1318.5,35.82,157.2,8.43,Granite Gneiss,5.3,125.9,0.459,14.75,0.967,3
25.79727,91.9496,67.32,1381.1,46.65,328.7,7.77,Weathered Regolith / Phyllite,119.2,196.7,0.614,22.01,0.647,3
25.66681,91.91362,68.3,1393.7,40.17,284.9,9.28,Granite Gneiss,5.4,155.1,0.526,18.19,0.754,3
25.78838,91.85734,55.61,883.6,43.34,110.0,7.84,Weathered Regolith / Phyllite,23.5,99.4,0.403,11.7,0.868,3
25.86773,91.93437,60.31,1145.6,49.61,332.9,7.32,Weathered Regolith / Phyllite,23.6,172.8,0.558,19.29,0.654,3
25.77399,91.8264,63.36,1270.6,34.44,118.7,8.05,Shillong Quartzite,13.1,99.6,0.445,11.81,1.098,2
25.66403,91.85004,43.93,596.6,39.25,26.1,8.58,Colluvial Debris,84.7,180.0,0.652,20.55,0.708,3
25.8623,91.93666,58.03,985.8,42.44,357.9,7.94,Shillong Quartzite,52.0,124.9,0.387,14.44,0.81,3
25.70437,91.8533,41.03,448.9,32.01,313.2,8.41,Weathered Regolith / Phyllite,49.6,97.7,0.373,11.74,1.188,2
25.71983,91.84868,54.93,882.2,28.5,167.7,9.73,Shillong Quartzite,102.4,168.7,0.462,19.81,1.071,3
25.69447,91.83796,44.65,640.2,46.73,239.9,7.81,Weathered Regolith / Phyllite,17.1,113.8,0.45,13.21,0.763,3
25.73916,91.93168,45.49,593.3,39.18,241.6,7.45,Shillong Quartzite,2.9,59.8,0.361,7.33,1.088,2
25.85432,91.88501,50.95,768.5,48.32,70.0,7.94,Weathered Regolith / Phyllite,40.6,110.8,0.428,12.95,0.745,3
25.79023,91.90774,52.97,831.9,43.5,72.0,8.02,Shillong Quartzite,13.4,85.9,0.374,10.34,0.903,3
25.70532,91.85108,58.7,1067.7,35.4,169.0,5.8,Weathered Regolith / Phyllite,5.9,128.8,0.44,14.01,1.002,3
25.88701,91.91855,42.23,498.8,36.06,328.2,7.8,Granite Gneiss,18.5,117.4,0.446,13.6,0.994,3
25.88749,91.9188,55.11,863.0,37.64,3.6,8.45,Shillong Quartzite,72.8,177.3,0.567,20.22,0.757,3
25.88506,91.86064,45.48,647.6,35.23,281.7,7.91,Weathered Regolith / Phyllite,5.3,92.0,0.426,10.94,1.098,2
25.71447,91.87339,57.22,1021.5,41.18,20.7,8.42,Colluvial Debris,158.6,273.5,0.85,24.0,0.651,3
25.77183,91.84726,59.12,1124.8,27.69,172.2,8.08,Shillong Quartzite,15.2,115.8,0.497,13.54,1.32,1
25.91595,91.94695,56.7,1053.0,45.18,229.6,9.25,Weathered Regolith / Phyllite,4.1,122.5,0.54,14.71,0.748,3
25.85844,91.90393,62.15,1171.2,50.19,247.2,6.79,Weathered Regolith / Phyllite,52.8,138.0,0.51,15.37,0.656,3
25.65734,91.94149,50.07,786.7,44.63,21.1,6.1,Shillong Quartzite,97.8,230.8,0.701,24.0,0.646,3
25.66761,91.85944,62.95,1180.3,43.05,150.7,7.45,Weathered Regolith / Phyllite,9.6,80.6,0.357,9.54,0.934,3
25.77526,91.92165,52.98,835.7,32.4,210.2,8.13,Colluvial Debris,10.1,58.7,0.324,7.49,1.304,1
25.89549,91.91956,54.53,971.3,40.6,23.8,7.3,Weathered Regolith / Phyllite,13.9,77.7,0.364,9.17,1.0,2
25.79545,91.90992,59.44,1050.9,42.5,48.6,6.88,Weathered Regolith / Phyllite,47.1,119.7,0.496,13.47,0.836,3
25.78441,91.94553,40.55,427.1,41.27,238.9,8.13,Colluvial Debris,0.3,69.4,0.326,8.63,0.999,2
25.67848,91.87116,59.62,1050.4,45.24,187.8,7.22,Colluvial Debris,7.1,126.3,0.416,14.3,0.759,3
25.82733,91.83699,58.56,1023.3,42.46,58.3,7.99,Weathered Regolith / Phyllite,34.3,129.9,0.465,15.0,0.794,3
25.87197,91.90732,49.3,705.1,49.7,192.7,8.12,Granite Gneiss,14.6,86.5,0.333,10.44,0.795,3
25.75271,91.91481,42.57,548.0,50.89,328.6,8.03,Weathered Regolith / Phyllite,11.2,65.2,0.315,8.14,0.845,3
25.85942,91.89476,42.73,516.0,47.43,5.6,7.14,Granite Gneiss,57.6,133.4,0.404,15.03,0.7,3
25.91041,91.84689,67.7,1403.1,34.85,231.3,8.1,Colluvial Debris,69.8,145.2,0.501,16.67,0.94,3
25.70502,91.88558,60.68,1051.5,34.9,26.5,7.79,Weathered Regolith / Phyllite,152.8,221.2,0.631,24.0,0.72,3
25.7913,91.86058,43.81,534.8,49.43,2.3,8.42,Weathered Regolith / Phyllite,8.9,90.6,0.409,11.0,0.783,3
25.72753,91.87557,50.7,759.3,42.0,54.2,8.71,Weathered Regolith / Phyllite,68.2,240.8,0.695,24.0,0.649,3
25.86407,91.90388,57.77,1041.8,31.77,152.2,7.61,Weathered Regolith / Phyllite,159.7,218.9,0.585,24.0,0.814,3
25.80595,91.91688,65.07,1373.6,29.87,288.8,6.64,Weathered Regolith / Phyllite,4.7,103.3,0.391,11.63,1.28,1
25.82134,91.85019,41.31,350.2,43.24,101.4,6.55,Granite Gneiss,26.4,231.7,0.687,24.0,0.647,3
25.86544,91.87269,47.1,664.4,33.98,225.2,7.6,Weathered Regolith / Phyllite,0.7,79.8,0.369,9.52,1.183,2
25.75691,91.85499,66.69,1422.4,34.82,148.0,8.09,Shillong Quartzite,34.5,128.3,0.483,14.87,0.994,3
25.89707,91.84582,40.27,389.2,40.06,84.4,8.14,Granite Gneiss,37.0,127.3,0.428,14.78,0.854,3
25.79392,91.92184,46.04,617.5,41.41,185.1,7.22,Shillong Quartzite,150.5,264.4,0.731,24.0,0.651,3
25.69265,91.9382,68.77,1434.0,47.79,287.1,7.89,Weathered Regolith / Phyllite,5.3,125.7,0.455,14.52,0.709,3
25.83789,91.86813,58.4,957.8,45.98,299.7,8.84,Weathered Regolith / Phyllite,27.7,87.3,0.384,10.81,0.843,3
25.86418,91.91767,47.85,685.4,42.09,304.7,8.05,Shillong Quartzite,5.5,57.4,0.325,7.32,1.017,2
25.73553,91.93661,42.01,438.6,38.59,121.9,6.67,Weathered Regolith / Phyllite,82.1,126.4,0.496,14.1,0.91,3
25.88144,91.93,40.85,511.5,48.61,285.6,7.64,Granite Gneiss,154.3,207.5,0.569,23.1,0.651,3
25.89466,91.84377,47.34,648.7,47.57,76.4,7.58,Weathered Regolith / Phyllite,2.8,79.8,0.394,9.51,0.853,3
25.72476,91.94432,66.44,1297.1,52.21,265.8,8.32,Shillong Quartzite,5.8,94.8,0.421,11.4,0.735,3
25.91555,91.86897,52.48,870.6,44.82,341.4,7.16,Shillong Quartzite,30.5,73.7,0.376,8.7,0.923,3
25.68799,91.8641,61.61,1175.9,37.12,4.9,7.64,Shillong Quartzite,18.1,79.0,0.345,9.45,1.084,2
25.70454,91.82812,67.55,1400.0,33.35,158.5,8.24,Weathered Regolith / Phyllite,37.3,158.0,0.538,18.08,0.945,3
25.69974,91.8832,52.24,904.9,42.71,233.2,7.71,Weathered Regolith / Phyllite,137.0,244.5,0.738,24.0,0.648,3
25.89138,91.83417,45.74,577.4,45.04,252.6,8.12,Colluvial Debris,30.0,104.9,0.403,12.39,0.816,3
25.82666,91.85231,55.51,1011.7,26.6,63.4,6.41,Weathered Regolith / Phyllite,5.5,90.7,0.418,10.2,1.494,1
25.69107,91.8612,67.24,1428.6,39.41,350.0,7.93,Weathered Regolith / Phyllite,22.0,222.8,0.623,24.0,0.658,3
25.76889,91.92515,64.13,1213.9,27.82,221.5,6.9,Shillong Quartzite,88.6,136.7,0.51,15.29,1.255,1
25.81613,91.93381,41.97,442.3,39.07,59.2,7.25,Granite Gneiss,27.7,78.2,0.372,9.21,1.037,2
25.67254,91.85932,60.78,1129.1,47.1,7.4,7.9,Weathered Regolith / Phyllite,123.4,210.1,0.703,23.49,0.647,3
25.88825,91.93163,57.16,992.5,44.11,282.0,6.47,Shillong Quartzite,125.7,218.9,0.739,23.85,0.646,3
25.86697,91.93144,67.22,1421.2,26.15,28.7,7.74,Shillong Quartzite,4.8,129.9,0.458,14.9,1.354,1
